"location_id","sensors_id","location","datetime","lat","lon","parameter","units","value"
8118,23534,"New Delhi-8118","2025-11-14T01:00:00+05:30","28.63576","77.22445","pm25","µg/m³","264.0"
8118,23534,"New Delhi-8118","2025-11-14T02:00:00+05:30","28.63576","77.22445","pm25","µg/m³","281.0"
8118,23534,"New Delhi-8118","2025-11-14T03:00:00+05:30","28.63576","77.22445","pm25","µg/m³","297.0"
8118,23534,"New Delhi-8118","2025-11-14T04:00:00+05:30","28.63576","77.22445","pm25","µg/m³","271.0"
8118,23534,"New Delhi-8118","2025-11-14T05:00:00+05:30","28.63576","77.22445","pm25","µg/m³","281.0"
8118,23534,"New Delhi-8118","2025-11-14T06:00:00+05:30","28.63576","77.22445","pm25","µg/m³","261.0"
8118,23534,"New Delhi-8118","2025-11-14T07:00:00+05:30","28.63576","77.22445","pm25","µg/m³","243.0"
8118,23534,"New Delhi-8118","2025-11-14T09:00:00+05:30","28.63576","77.22445","pm25","µg/m³","214.0"
8118,23534,"New Delhi-8118","2025-11-14T10:00:00+05:30","28.63576","77.22445","pm25","µg/m³","214.0"
8118,23534,"New Delhi-8118","2025-11-14T11:00:00+05:30","28.63576","77.22445","pm25","µg/m³","216.0"
8118,23534,"New Delhi-8118","2025-11-14T12:00:00+05:30","28.63576","77.22445","pm25","µg/m³","202.0"
8118,23534,"New Delhi-8118","2025-11-14T13:00:00+05:30","28.63576","77.22445","pm25","µg/m³","180.0"
8118,23534,"New Delhi-8118","2025-11-14T14:00:00+05:30","28.63576","77.22445","pm25","µg/m³","191.0"
8118,23534,"New Delhi-8118","2025-11-14T15:00:00+05:30","28.63576","77.22445","pm25","µg/m³","198.0"
8118,23534,"New Delhi-8118","2025-11-14T16:00:00+05:30","28.63576","77.22445","pm25","µg/m³","174.0"
8118,23534,"New Delhi-8118","2025-11-14T17:00:00+05:30","28.63576","77.22445","pm25","µg/m³","160.0"
