"location_id","sensors_id","location","datetime","lat","lon","parameter","units","value"
8118,23534,"New Delhi-8118","2025-11-09T01:00:00+05:30","28.63576","77.22445","pm25","µg/m³","278.0"
8118,23534,"New Delhi-8118","2025-11-09T02:00:00+05:30","28.63576","77.22445","pm25","µg/m³","285.0"
8118,23534,"New Delhi-8118","2025-11-09T03:00:00+05:30","28.63576","77.22445","pm25","µg/m³","296.0"
8118,23534,"New Delhi-8118","2025-11-09T04:00:00+05:30","28.63576","77.22445","pm25","µg/m³","348.0"
8118,23534,"New Delhi-8118","2025-11-09T05:00:00+05:30","28.63576","77.22445","pm25","µg/m³","354.0"
8118,23534,"New Delhi-8118","2025-11-09T06:00:00+05:30","28.63576","77.22445","pm25","µg/m³","333.0"
8118,23534,"New Delhi-8118","2025-11-09T07:00:00+05:30","28.63576","77.22445","pm25","µg/m³","289.0"
8118,23534,"New Delhi-8118","2025-11-09T08:00:00+05:30","28.63576","77.22445","pm25","µg/m³","291.0"
8118,23534,"New Delhi-8118","2025-11-09T09:00:00+05:30","28.63576","77.22445","pm25","µg/m³","296.0"
8118,23534,"New Delhi-8118","2025-11-09T10:00:00+05:30","28.63576","77.22445","pm25","µg/m³","262.0"
8118,23534,"New Delhi-8118","2025-11-09T11:00:00+05:30","28.63576","77.22445","pm25","µg/m³","204.0"
8118,23534,"New Delhi-8118","2025-11-09T12:00:00+05:30","28.63576","77.22445","pm25","µg/m³","170.0"
8118,23534,"New Delhi-8118","2025-11-09T13:00:00+05:30","28.63576","77.22445","pm25","µg/m³","133.0"
8118,23534,"New Delhi-8118","2025-11-09T14:00:00+05:30","28.63576","77.22445","pm25","µg/m³","141.0"
8118,23534,"New Delhi-8118","2025-11-09T15:00:00+05:30","28.63576","77.22445","pm25","µg/m³","77.0"
8118,23534,"New Delhi-8118","2025-11-09T16:00:00+05:30","28.63576","77.22445","pm25","µg/m³","73.0"
8118,23534,"New Delhi-8118","2025-11-09T17:00:00+05:30","28.63576","77.22445","pm25","µg/m³","89.0"
8118,23534,"New Delhi-8118","2025-11-09T18:00:00+05:30","28.63576","77.22445","pm25","µg/m³","100.0"
8118,23534,"New Delhi-8118","2025-11-09T19:00:00+05:30","28.63576","77.22445","pm25","µg/m³","113.0"
8118,23534,"New Delhi-8118","2025-11-09T20:00:00+05:30","28.63576","77.22445","pm25","µg/m³","156.0"
8118,23534,"New Delhi-8118","2025-11-09T21:00:00+05:30","28.63576","77.22445","pm25","µg/m³","188.0"
8118,23534,"New Delhi-8118","2025-11-09T22:00:00+05:30","28.63576","77.22445","pm25","µg/m³","218.0"
8118,23534,"New Delhi-8118","2025-11-09T23:00:00+05:30","28.63576","77.22445","pm25","µg/m³","211.0"
8118,23534,"New Delhi-8118","2025-11-10T00:00:00+05:30","28.63576","77.22445","pm25","µg/m³","211.0"
