"location_id","sensors_id","location","datetime","lat","lon","parameter","units","value"
8118,23534,"New Delhi-8118","2025-11-05T01:00:00+05:30","28.63576","77.22445","pm25","µg/m³","90.0"
8118,23534,"New Delhi-8118","2025-11-05T02:00:00+05:30","28.63576","77.22445","pm25","µg/m³","92.0"
8118,23534,"New Delhi-8118","2025-11-05T03:00:00+05:30","28.63576","77.22445","pm25","µg/m³","140.0"
8118,23534,"New Delhi-8118","2025-11-05T04:00:00+05:30","28.63576","77.22445","pm25","µg/m³","84.0"
8118,23534,"New Delhi-8118","2025-11-05T05:00:00+05:30","28.63576","77.22445","pm25","µg/m³","92.0"
8118,23534,"New Delhi-8118","2025-11-05T06:00:00+05:30","28.63576","77.22445","pm25","µg/m³","94.0"
8118,23534,"New Delhi-8118","2025-11-05T07:00:00+05:30","28.63576","77.22445","pm25","µg/m³","110.0"
8118,23534,"New Delhi-8118","2025-11-05T08:00:00+05:30","28.63576","77.22445","pm25","µg/m³","106.0"
8118,23534,"New Delhi-8118","2025-11-05T09:00:00+05:30","28.63576","77.22445","pm25","µg/m³","132.0"
8118,23534,"New Delhi-8118","2025-11-05T10:00:00+05:30","28.63576","77.22445","pm25","µg/m³","65.0"
8118,23534,"New Delhi-8118","2025-11-05T11:00:00+05:30","28.63576","77.22445","pm25","µg/m³","68.0"
8118,23534,"New Delhi-8118","2025-11-05T12:00:00+05:30","28.63576","77.22445","pm25","µg/m³","66.0"
8118,23534,"New Delhi-8118","2025-11-05T13:00:00+05:30","28.63576","77.22445","pm25","µg/m³","61.0"
8118,23534,"New Delhi-8118","2025-11-05T14:00:00+05:30","28.63576","77.22445","pm25","µg/m³","50.0"
8118,23534,"New Delhi-8118","2025-11-05T15:00:00+05:30","28.63576","77.22445","pm25","µg/m³","50.0"
8118,23534,"New Delhi-8118","2025-11-05T16:00:00+05:30","28.63576","77.22445","pm25","µg/m³","42.0"
8118,23534,"New Delhi-8118","2025-11-05T17:00:00+05:30","28.63576","77.22445","pm25","µg/m³","47.0"
8118,23534,"New Delhi-8118","2025-11-05T18:00:00+05:30","28.63576","77.22445","pm25","µg/m³","52.0"
8118,23534,"New Delhi-8118","2025-11-05T19:00:00+05:30","28.63576","77.22445","pm25","µg/m³","69.0"
8118,23534,"New Delhi-8118","2025-11-05T20:00:00+05:30","28.63576","77.22445","pm25","µg/m³","90.0"
8118,23534,"New Delhi-8118","2025-11-05T21:00:00+05:30","28.63576","77.22445","pm25","µg/m³","146.0"
8118,23534,"New Delhi-8118","2025-11-05T22:00:00+05:30","28.63576","77.22445","pm25","µg/m³","203.0"
8118,23534,"New Delhi-8118","2025-11-05T23:00:00+05:30","28.63576","77.22445","pm25","µg/m³","245.0"
8118,23534,"New Delhi-8118","2025-11-06T00:00:00+05:30","28.63576","77.22445","pm25","µg/m³","367.0"
