"location_id","sensors_id","location","datetime","lat","lon","parameter","units","value"
8118,23534,"New Delhi-8118","2025-11-22T01:00:00+05:30","28.63576","77.22445","pm25","µg/m³","175.0"
8118,23534,"New Delhi-8118","2025-11-22T02:00:00+05:30","28.63576","77.22445","pm25","µg/m³","178.0"
8118,23534,"New Delhi-8118","2025-11-22T03:00:00+05:30","28.63576","77.22445","pm25","µg/m³","177.0"
8118,23534,"New Delhi-8118","2025-11-22T04:00:00+05:30","28.63576","77.22445","pm25","µg/m³","178.0"
8118,23534,"New Delhi-8118","2025-11-22T05:00:00+05:30","28.63576","77.22445","pm25","µg/m³","200.0"
8118,23534,"New Delhi-8118","2025-11-22T06:00:00+05:30","28.63576","77.22445","pm25","µg/m³","195.0"
8118,23534,"New Delhi-8118","2025-11-22T07:00:00+05:30","28.63576","77.22445","pm25","µg/m³","203.0"
8118,23534,"New Delhi-8118","2025-11-22T08:00:00+05:30","28.63576","77.22445","pm25","µg/m³","232.0"
8118,23534,"New Delhi-8118","2025-11-22T09:00:00+05:30","28.63576","77.22445","pm25","µg/m³","259.0"
8118,23534,"New Delhi-8118","2025-11-22T10:00:00+05:30","28.63576","77.22445","pm25","µg/m³","247.0"
8118,23534,"New Delhi-8118","2025-11-22T11:00:00+05:30","28.63576","77.22445","pm25","µg/m³","210.0"
8118,23534,"New Delhi-8118","2025-11-22T12:00:00+05:30","28.63576","77.22445","pm25","µg/m³","176.0"
8118,23534,"New Delhi-8118","2025-11-22T13:00:00+05:30","28.63576","77.22445","pm25","µg/m³","170.0"
8118,23534,"New Delhi-8118","2025-11-22T14:00:00+05:30","28.63576","77.22445","pm25","µg/m³","139.0"
8118,23534,"New Delhi-8118","2025-11-22T15:00:00+05:30","28.63576","77.22445","pm25","µg/m³","128.0"
8118,23534,"New Delhi-8118","2025-11-22T16:00:00+05:30","28.63576","77.22445","pm25","µg/m³","112.0"
8118,23534,"New Delhi-8118","2025-11-22T17:00:00+05:30","28.63576","77.22445","pm25","µg/m³","120.0"
8118,23534,"New Delhi-8118","2025-11-22T18:00:00+05:30","28.63576","77.22445","pm25","µg/m³","143.0"
8118,23534,"New Delhi-8118","2025-11-22T19:00:00+05:30","28.63576","77.22445","pm25","µg/m³","148.0"
8118,23534,"New Delhi-8118","2025-11-22T20:00:00+05:30","28.63576","77.22445","pm25","µg/m³","180.0"
8118,23534,"New Delhi-8118","2025-11-22T21:00:00+05:30","28.63576","77.22445","pm25","µg/m³","196.0"
8118,23534,"New Delhi-8118","2025-11-22T22:00:00+05:30","28.63576","77.22445","pm25","µg/m³","189.0"
8118,23534,"New Delhi-8118","2025-11-22T23:00:00+05:30","28.63576","77.22445","pm25","µg/m³","171.0"
8118,23534,"New Delhi-8118","2025-11-23T00:00:00+05:30","28.63576","77.22445","pm25","µg/m³","183.0"
