"location_id","sensors_id","location","datetime","lat","lon","parameter","units","value"
8118,23534,"New Delhi-8118","2025-11-12T01:00:00+05:30","28.63576","77.22445","pm25","µg/m³","508.0"
8118,23534,"New Delhi-8118","2025-11-12T02:00:00+05:30","28.63576","77.22445","pm25","µg/m³","526.0"
8118,23534,"New Delhi-8118","2025-11-12T03:00:00+05:30","28.63576","77.22445","pm25","µg/m³","526.0"
8118,23534,"New Delhi-8118","2025-11-12T04:00:00+05:30","28.63576","77.22445","pm25","µg/m³","528.0"
8118,23534,"New Delhi-8118","2025-11-12T05:00:00+05:30","28.63576","77.22445","pm25","µg/m³","539.0"
8118,23534,"New Delhi-8118","2025-11-12T06:00:00+05:30","28.63576","77.22445","pm25","µg/m³","452.0"
8118,23534,"New Delhi-8118","2025-11-12T07:00:00+05:30","28.63576","77.22445","pm25","µg/m³","396.0"
8118,23534,"New Delhi-8118","2025-11-12T08:00:00+05:30","28.63576","77.22445","pm25","µg/m³","380.0"
8118,23534,"New Delhi-8118","2025-11-12T09:00:00+05:30","28.63576","77.22445","pm25","µg/m³","390.0"
8118,23534,"New Delhi-8118","2025-11-12T10:00:00+05:30","28.63576","77.22445","pm25","µg/m³","398.0"
8118,23534,"New Delhi-8118","2025-11-12T11:00:00+05:30","28.63576","77.22445","pm25","µg/m³","343.0"
8118,23534,"New Delhi-8118","2025-11-12T12:00:00+05:30","28.63576","77.22445","pm25","µg/m³","278.0"
8118,23534,"New Delhi-8118","2025-11-12T13:00:00+05:30","28.63576","77.22445","pm25","µg/m³","259.0"
8118,23534,"New Delhi-8118","2025-11-12T14:00:00+05:30","28.63576","77.22445","pm25","µg/m³","202.0"
8118,23534,"New Delhi-8118","2025-11-12T15:00:00+05:30","28.63576","77.22445","pm25","µg/m³","151.0"
8118,23534,"New Delhi-8118","2025-11-12T16:00:00+05:30","28.63576","77.22445","pm25","µg/m³","143.0"
8118,23534,"New Delhi-8118","2025-11-12T17:00:00+05:30","28.63576","77.22445","pm25","µg/m³","146.0"
8118,23534,"New Delhi-8118","2025-11-12T18:00:00+05:30","28.63576","77.22445","pm25","µg/m³","159.0"
8118,23534,"New Delhi-8118","2025-11-12T19:00:00+05:30","28.63576","77.22445","pm25","µg/m³","167.0"
8118,23534,"New Delhi-8118","2025-11-12T20:00:00+05:30","28.63576","77.22445","pm25","µg/m³","202.0"
8118,23534,"New Delhi-8118","2025-11-12T21:00:00+05:30","28.63576","77.22445","pm25","µg/m³","253.0"
8118,23534,"New Delhi-8118","2025-11-12T22:00:00+05:30","28.63576","77.22445","pm25","µg/m³","289.0"
8118,23534,"New Delhi-8118","2025-11-12T23:00:00+05:30","28.63576","77.22445","pm25","µg/m³","293.0"
8118,23534,"New Delhi-8118","2025-11-13T00:00:00+05:30","28.63576","77.22445","pm25","µg/m³","301.0"
