"location_id","sensors_id","location","datetime","lat","lon","parameter","units","value"
8118,23534,"New Delhi-8118","2025-11-13T01:00:00+05:30","28.63576","77.22445","pm25","µg/m³","309.0"
8118,23534,"New Delhi-8118","2025-11-13T02:00:00+05:30","28.63576","77.22445","pm25","µg/m³","321.0"
8118,23534,"New Delhi-8118","2025-11-13T03:00:00+05:30","28.63576","77.22445","pm25","µg/m³","334.0"
8118,23534,"New Delhi-8118","2025-11-13T04:00:00+05:30","28.63576","77.22445","pm25","µg/m³","362.0"
8118,23534,"New Delhi-8118","2025-11-13T05:00:00+05:30","28.63576","77.22445","pm25","µg/m³","329.0"
8118,23534,"New Delhi-8118","2025-11-13T06:00:00+05:30","28.63576","77.22445","pm25","µg/m³","325.0"
8118,23534,"New Delhi-8118","2025-11-13T07:00:00+05:30","28.63576","77.22445","pm25","µg/m³","318.0"
8118,23534,"New Delhi-8118","2025-11-13T08:00:00+05:30","28.63576","77.22445","pm25","µg/m³","314.0"
8118,23534,"New Delhi-8118","2025-11-13T09:00:00+05:30","28.63576","77.22445","pm25","µg/m³","359.0"
8118,23534,"New Delhi-8118","2025-11-13T10:00:00+05:30","28.63576","77.22445","pm25","µg/m³","380.0"
8118,23534,"New Delhi-8118","2025-11-13T11:00:00+05:30","28.63576","77.22445","pm25","µg/m³","314.0"
8118,23534,"New Delhi-8118","2025-11-13T12:00:00+05:30","28.63576","77.22445","pm25","µg/m³","255.0"
8118,23534,"New Delhi-8118","2025-11-13T13:00:00+05:30","28.63576","77.22445","pm25","µg/m³","243.0"
8118,23534,"New Delhi-8118","2025-11-13T14:00:00+05:30","28.63576","77.22445","pm25","µg/m³","248.0"
8118,23534,"New Delhi-8118","2025-11-13T15:00:00+05:30","28.63576","77.22445","pm25","µg/m³","227.0"
8118,23534,"New Delhi-8118","2025-11-13T16:00:00+05:30","28.63576","77.22445","pm25","µg/m³","219.0"
8118,23534,"New Delhi-8118","2025-11-13T17:00:00+05:30","28.63576","77.22445","pm25","µg/m³","214.0"
8118,23534,"New Delhi-8118","2025-11-13T18:00:00+05:30","28.63576","77.22445","pm25","µg/m³","225.0"
8118,23534,"New Delhi-8118","2025-11-13T19:00:00+05:30","28.63576","77.22445","pm25","µg/m³","244.0"
8118,23534,"New Delhi-8118","2025-11-13T20:00:00+05:30","28.63576","77.22445","pm25","µg/m³","249.0"
8118,23534,"New Delhi-8118","2025-11-13T22:00:00+05:30","28.63576","77.22445","pm25","µg/m³","264.0"
8118,23534,"New Delhi-8118","2025-11-14T00:00:00+05:30","28.63576","77.22445","pm25","µg/m³","269.0"
